course_id,course_name,course_description,product_family,category,difficulty,keywords,estimated_time_minutes,prerequisite_courses,related_courses,created_date,Link,
C088,Galaxy S 프로 모드 마스터: 현장 적용 팁,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy S,전문가 과정,중,#OneUI #삼성페이,48,"C044, C085",,2023-04-06,https://www.samsung.com/sec/buds/all-buds/,
C089,Galaxy S 핵심 기능 이해: 실전 가이드,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy S,제품 기초,중,#클레임 #플래그십,39,,"C065, C072, C074",2024-01-13,https://www.samsung.com/sec/rings/all-rings/,
C090,Galaxy A 핵심 기능 이해: AtoZ,"Galaxy A의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy A,제품 기초,중,#AI카메라 #삼성페이 #서클투서치 #인물사진 #폴더블,43,,"C067, C088",2023-08-04,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C091,불만 응대 실전: AtoZ,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,공통,고객 응대,중,#생산성 #소셜미디어 #플래그십,38,,,2023-06-18,https://www.samsung.com/sec/smartphones/all-smartphones/,
C092,Galaxy S 시스템 튜닝: 사례 중심 학습,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy S,전문가 과정,상,#역사 #폼팩터 #혁신,51,,,2024-02-15,https://www.samsung.com/sec/tablets/all-tablets/,
C093,CS 케이스 스터디,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,공통,고객 응대,중,#VOC #디지털마케팅,47,C004,C069,2023-03-15,https://www.samsung.com/sec/watches/all-watches/,
C094,Galaxy A 카메라 심화: 실전 가이드,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy A,제품 심화 기능,상,#업셀링 #크로스셀링 #트렌드 #폴더블 #플렉스캠,50,,"C079, C083, C092",2024-10-20,https://www.samsung.com/sec/buds/all-buds/,
C095,Galaxy A 기초 다지기: 현장 적용 팁,실제 상담 시나리오와 데모 흐름을 통해 Galaxy A의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy A,제품 기초,하,#가성비 #매장운영 #소셜미디어 #야간모드 #인물사진,40,"C012, C014",,2024-10-23,https://www.samsung.com/sec/rings/all-rings/,
C096,불만 응대 실전: 실전 가이드,실제 상담 시나리오와 데모 흐름을 통해 공통의 강점을 자연스럽게 드러내는 방법을 익힙니다.,공통,고객 응대,중,#야간모드 #인물사진 #컴팩트디자인,25,,,2024-07-24,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C097,Galaxy A 보안 & 편의: 현장 적용 팁,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy A,제품 심화 기능,중,#ProMode #디스플레이 #업셀링 #트렌드,42,"C037, C053",C094,2023-06-20,https://www.samsung.com/sec/smartphones/all-smartphones/,
C098,시니어 맞춤 상담: 사례 중심 학습,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,공통,입문 전략,하,#삼성페이 #인물사진,41,,C070,2023-02-05,https://www.samsung.com/sec/tablets/all-tablets/,
C099,Galaxy A 핵심 기능 이해: 사례 중심 학습,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy A,제품 기초,하,#AI카메라 #OneUI #방수방진 #업셀링 #인물사진,35,"C013, C077","C083, C089, C098",2023-01-31,https://www.samsung.com/sec/watches/all-watches/,
C100,Galaxy S 배터리 최적화: 사례 중심 학습,고객 유형별 페르소나를 기반으로 제품 심화 기능 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy S,제품 심화 기능,중,#대화면 #비교분석 #클레임 #판매전략,43,,C081,2023-07-23,https://www.samsung.com/sec/buds/all-buds/,
C101,Galaxy S 첫걸음: 사례 중심 학습,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy S,제품 기초,하,#야간모드 #업무효율,35,,,2023-11-28,https://www.samsung.com/sec/rings/all-rings/,
C102,온라인 전환: 실전 가이드,실제 상담 시나리오와 데모 흐름을 통해 공통의 강점을 자연스럽게 드러내는 방법을 익힙니다.,공통,입문 전략,하,#S펜활용 #판매전략 #폴더블,42,,"C075, C090",2024-02-28,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C103,CS 케이스 스터디: 현장 적용 팁,고객 유형별 페르소나를 기반으로 고객 응대 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,공통,고객 응대,중,#생성형편집 #앱최적화 #인물사진 #폼팩터 #플렉스캠,30,,,2024-09-10,https://www.samsung.com/sec/smartphones/all-smartphones/,
C104,Galaxy A 배터리 최적화: 사례 중심 학습,고객 유형별 페르소나를 기반으로 제품 심화 기능 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy A,제품 심화 기능,상,#디스플레이 #매장운영 #업셀링 #컴팩트디자인 #플렉스캠,44,,"C089, C098, C103",2023-05-24,https://www.samsung.com/sec/tablets/all-tablets/,
C105,Galaxy S 보안 & 편의: 실전 가이드,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy S,제품 심화 기능,중,#OneUI #고객만족 #배터리 #클로징,51,C081,C102,2023-06-07,https://www.samsung.com/sec/watches/all-watches/,
C106,Galaxy S 디스플레이 활용: 현장 적용 팁,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy S,제품 심화 기능,중,#ExpertRAW #매장운영 #생성형편집 #쉬운사용법 #플렉스캠,57,"C092, C094",C102,2024-07-30,https://www.samsung.com/sec/buds/all-buds/,
C107,Galaxy S 카메라 심화: 사례 중심 학습,실제 상담 시나리오와 데모 흐름을 통해 Galaxy S의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy S,제품 심화 기능,중,#S펜활용 #컴팩트디자인 #판매전략,40,,"C081, C097, C102",2023-07-05,https://www.samsung.com/sec/rings/all-rings/,
C108,Galaxy A 배터리 최적화: AtoZ,실제 상담 시나리오와 데모 흐름을 통해 Galaxy A의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy A,제품 심화 기능,상,#ExpertRAW #디스플레이 #삼성페이 #생성형편집 #야간모드,55,C099,"C093, C094, C099",2023-04-05,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C109,Galaxy A 카메라 심화: AtoZ,실제 상담 시나리오와 데모 흐름을 통해 Galaxy A의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy A,제품 심화 기능,중,#게이밍 #디스플레이 #매장운영 #상담스킬 #카메라전문가,35,,"C081, C086, C093",2023-12-03,https://www.samsung.com/sec/smartphones/all-smartphones/,
C110,Galaxy A 디스플레이 활용: AtoZ,고객 유형별 페르소나를 기반으로 제품 심화 기능 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy A,제품 심화 기능,중,#가성비 #게이밍 #고객만족 #폴더블,29,,,2023-10-02,https://www.samsung.com/sec/tablets/all-tablets/,
C111,가치 설득 스토리텔링,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,공통,영업 전략,중,#A시리즈 #비교분석,42,C002,,2024-01-07,https://www.samsung.com/sec/watches/all-watches/,
C112,Galaxy S 핵심 기능 이해,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy S,제품 기초,하,#ExpertRAW #고객만족 #디지털마케팅 #판매전략,26,,"C099, C103, C104",2023-04-03,https://www.samsung.com/sec/buds/all-buds/,
C113,Galaxy A 라인업 비교: AtoZ,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy A,제품 기초,하,#디지털마케팅 #클로징,41,,,2023-11-12,https://www.samsung.com/sec/rings/all-rings/,
C114,Galaxy Z 시리즈 한눈에 보기,실제 상담 시나리오와 데모 흐름을 통해 Galaxy Z의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy Z,제품 기초,하,#A시리즈 #매장운영 #야간모드 #컴팩트디자인 #플래그십,45,,,2024-07-01,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C115,가치 설득 스토리텔링: AtoZ,"공통의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",공통,영업 전략,중,#상담스킬 #야간모드 #카메라전문가 #컴팩트디자인,30,C046,"C094, C102, C106",2024-01-28,https://www.samsung.com/sec/smartphones/all-smartphones/,
C116,Galaxy S 카메라 심화: 현장 적용 팁,실제 상담 시나리오와 데모 흐름을 통해 Galaxy S의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy S,제품 심화 기능,상,#삼성페이 #컴팩트디자인 #폴더블 #플렉스윈도우,47,,"C086, C102, C105",2024-10-10,https://www.samsung.com/sec/tablets/all-tablets/,
C117,Galaxy A 기초 다지기: 사례 중심 학습,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy A,제품 기초,하,#소셜미디어 #업셀링,43,,"C089, C102, C112",2024-02-29,https://www.samsung.com/sec/watches/all-watches/,
C118,Galaxy Z 시리즈 한눈에 보기: 실전 가이드,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy Z,제품 기초,상,#디지털마케팅 #브랜드 #클로징,43,,"C101, C111",2024-06-13,https://www.samsung.com/sec/buds/all-buds/,
C119,체험형 판매,고객 유형별 페르소나를 기반으로 입문 전략 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,공통,입문 전략,중,#Z세대 #디스플레이 #상담스킬 #폼팩터,30,C014,"C091, C095, C097",2023-07-17,https://www.samsung.com/sec/rings/all-rings/,
C120,Galaxy A 핵심 기능 이해: 현장 적용 팁,실제 상담 시나리오와 데모 흐름을 통해 Galaxy A의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy A,제품 기초,중,#폼팩터 #플래그십 #혁신,42,"C055, C105",,2023-02-18,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C121,Galaxy A 디스플레이 활용: AtoZ,고객 유형별 페르소나를 기반으로 제품 심화 기능 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy A,제품 심화 기능,상,#S펜활용 #업셀링 #트렌드 #폴더블,61,,"C094, C100, C120",2024-04-01,https://www.samsung.com/sec/smartphones/all-smartphones/,
C122,가치 설득 스토리텔링: AtoZ,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,공통,영업 전략,중,#OneUI #상담스킬 #클로징 #판매전략 #폼팩터,49,,,2024-02-11,https://www.samsung.com/sec/tablets/all-tablets/,
C123,Galaxy S 시리즈 한눈에 보기,"Galaxy S의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy S,제품 기초,상,#A시리즈 #소셜미디어,30,,C109,2024-01-05,https://www.samsung.com/sec/watches/all-watches/,
C124,Galaxy S 생산성 극대화,실제 상담 시나리오와 데모 흐름을 통해 Galaxy S의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy S,제품 심화 기능,중,#고객만족 #디지털마케팅 #클레임,53,,C103,2024-01-19,https://www.samsung.com/sec/buds/all-buds/,
C125,클로징 멘트 실습: 현장 적용 팁,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,공통,영업 전략,상,#브랜드 #쉬운사용법 #판매전략,30,C069,,2023-12-02,https://www.samsung.com/sec/rings/all-rings/,
C126,Galaxy S 핵심 기능 이해: 사례 중심 학습,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy S,제품 기초,하,#AI카메라 #ExpertRAW #역사 #클로징,34,,"C111, C118",2023-04-18,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C127,Galaxy A 프로 모드 마스터: 현장 적용 팁,실제 상담 시나리오와 데모 흐름을 통해 Galaxy A의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy A,전문가 과정,상,#비교분석 #쉬운사용법 #클로징 #플래그십,66,,C112,2023-09-23,https://www.samsung.com/sec/smartphones/all-smartphones/,
C128,Galaxy S 기초 다지기: AtoZ,경쟁 제품 대비 차별화 요소를 정량/정성 데이터로 설명하는 법을 연습합니다.,Galaxy S,제품 기초,중,#가성비 #야간모드 #크로스셀링 #클레임 #혁신,35,,"C110, C125",2024-02-09,https://www.samsung.com/sec/tablets/all-tablets/,
C129,CS 케이스 스터디,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,공통,고객 응대,상,#Z세대 #고객만족 #방수방진 #생산성 #앱최적화,43,,"C103, C106",2024-08-02,https://www.samsung.com/sec/watches/all-watches/,
C130,Galaxy S 카메라 심화: 실전 가이드,고객 유형별 페르소나를 기반으로 제품 심화 기능 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy S,제품 심화 기능,상,#A시리즈 #디스플레이,52,,"C119, C121",2024-03-06,https://www.samsung.com/sec/buds/all-buds/,
C131,Galaxy A 고급 문제 해결: 사례 중심 학습,실제 상담 시나리오와 데모 흐름을 통해 Galaxy A의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy A,전문가 과정,상,#ExpertRAW #방수방진 #생성형편집 #클레임,63,C107,"C103, C124, C126",2024-03-30,https://www.samsung.com/sec/rings/all-rings/,
C132,Galaxy Z 보안 & 편의: AtoZ,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy Z,제품 심화 기능,중,#판매전략 #폼팩터,49,"C035, C120",,2024-01-05,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C133,Galaxy A 배터리 최적화: 현장 적용 팁,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy A,제품 심화 기능,중,#VOC #컴팩트디자인 #트렌드,47,C040,"C108, C117",2023-04-11,https://www.samsung.com/sec/smartphones/all-smartphones/,
C134,Galaxy A 고급 문제 해결: 사례 중심 학습,실제 상담 시나리오와 데모 흐름을 통해 Galaxy A의 강점을 자연스럽게 드러내는 방법을 익힙니다.,Galaxy A,전문가 과정,상,#앱최적화 #업무효율 #클레임 #플래그십,64,,"C105, C123, C128",2023-07-01,https://www.samsung.com/sec/tablets/all-tablets/,
C135,Galaxy A 첫걸음: 실전 가이드,현장 Q&A를 반영한 빈출 이슈 해결 가이드와 체크리스트를 제공합니다.,Galaxy A,제품 기초,하,#A시리즈 #대화면 #생성형편집 #서클투서치,37,C086,"C124, C126, C130",2023-05-13,https://www.samsung.com/sec/watches/all-watches/,
C136,Galaxy S 프로 모드 마스터: 현장 적용 팁,"Galaxy S의 특징과 고객 가치 포인트를 사례 중심으로 학습하고, 현장에서 바로 적용 가능한 스크립트를 제공합니다.",Galaxy S,전문가 과정,상,#ExpertRAW #S펜활용 #플렉스캠,63,"C056, C089",C108,2024-12-20,https://www.samsung.com/sec/buds/all-buds/,
C137,Galaxy A 시리즈 한눈에 보기: AtoZ,고객 유형별 페르소나를 기반으로 제품 기초 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,Galaxy A,제품 기초,하,#생성형편집 #플렉스캠,38,,C124,2023-08-10,https://www.samsung.com/sec/rings/all-rings/,
C138,니즈 파악 & 제안: 사례 중심 학습,실제 상담 시나리오와 데모 흐름을 통해 공통의 강점을 자연스럽게 드러내는 방법을 익힙니다.,공통,영업 전략,중,#야간모드 #트렌드 #플렉스캠,39,,"C112, C115, C136",2023-12-06,https://www.samsung.com/sec/mobile-accessories/all-mobile-accessories/,
C139,A/S 기본 상담: 실전 가이드,고객 유형별 페르소나를 기반으로 고객 응대 상황에서의 최적 멘트와 질문 리스트를 제시합니다.,공통,고객 응대,하,#소셜미디어 #업무효율 #컴팩트디자인 #판매전략,33,,,2023-07-27,https://www.samsung.com/sec/smartphones/all-smartphones/,
